7.5974587939105529,0.34190273457558418,0.26483969935664115,0.7423876258652139,121.20566394581397,35.107484727517402
1.1010512765499079,0.41740327540585298,0.3649932060359008,1.0097547021382982,986.84842529019431,9.5134091396711185
0.99999999999997691,0.83458646616541055,0.9248120300751892,2.1992481203007546,3524.0300751879845,2.5579538487363607e-13
1.3677732512781273,0.33471322769667849,0.25404389053301168,0.79360563184564104,464.89312955157419,12.227146509989986
2.5322095123419186,0.36231186032510548,0.27796508127633957,0.84485393194002456,247.78570789322896,511.75821794101148
1.0234968901175594,0.58742225293711614,0.53904630269523079,1.3583275742916354,1848.4768486524013,5.3787145818930853
2.0,0.0,0.0,0.0,441.75,0.0,4.0
9.0,0.88888888888888884,0.77777777777777779,1.1111111111111112,35.123456790123456,1.875,1.0
2.0,0.5,0.0,0.5,212.0,95.0,1.0
6.0,0.16666666666666666,0.16666666666666666,0.33333333333333331,229.33333333333334,189.0,1.0
3.0,0.33333333333333331,0.0,0.0,45.888888888888886,0.0,1.0
1.0,1.0,1.0,1.0,55.0,0.0,1.0
1.0,0.0,1.0,0.0,149.0,0.0,1.0
1.0,0.0,0.0,0.0,469.0,0.0,4.0
4.0,0.0,0.0,0.5,104.125,165.0,1.0
3.0,0.66666666666666663,0.33333333333333331,2.0,306.33333333333331,266.0,5.0
1.0,0.0,0.0,0.0,969.0,0.0,2.0
30.0,1.3999999999999999,0.46666666666666667,2.0666666666666669,37.444444444444443,52.310344827600012,1.0
2.0,0.0,0.5,0.5,219.5,47.0,1.0
1.0,0.0,0.0,0.0,586.0,0.0,4.0
2.0,0.0,0.0,1.0,435.0,1.0,4.0
4.0,0.25,0.25,0.5,88.4375,9.3333333333300015,1.0
3.0,0.0,0.0,0.0,99.8888888888889,137.5,1.0
1.0,1.0,0.0,1.0,330.0,0.0,4.0
2.0,0.0,0.0,0.5,106.25,258.0,1.0
1.0,0.0,0.0,0.0,341.0,0.0,4.0
1.0,0.0,0.0,0.0,723.0,0.0,4.0
1.0,0.0,0.0,0.0,972.0,0.0,2.0
1.0,0.0,0.0,0.0,157.0,0.0,1.0
5.0,0.0,0.0,0.0,42.119999999999997,0.0,1.0
1.0,1.0,0.0,1.0,24.0,0.0,1.0
10.0,0.10000000000000001,0.10000000000000001,0.69999999999999996,42.739999999999995,23.333333333300001,1.0
1.0,0.0,0.0,0.0,125.0,0.0,1.0
3.0,0.66666666666666663,0.33333333333333331,0.66666666666666663,60.333333333333336,0.5,1.0
1.0,0.0,0.0,0.0,245.0,0.0,1.0
1.0,2.0,1.0,1.0,323.0,0.0,4.0
1.0,0.0,0.0,1.0,98.0,0.0,1.0
1.0,0.0,0.0,2.0,294.0,0.0,4.0
3.0,0.33333333333333331,0.33333333333333331,0.66666666666666663,141.55555555555557,116.0,1.0
9.0,0.22222222222222221,0.33333333333333331,0.44444444444444442,30.481481481481481,50.375,1.0
2.0,0.5,0.5,3.0,787.0,463.0,2.0
2.0,0.0,0.0,1.5,406.75,0.0,4.0
1.0,0.0,0.0,0.0,1843.0,0.0,6.0
1.0,0.0,0.0,0.0,175.0,0.0,1.0
7.0,0.0,0.0,0.7142857142857143,71.0,33.333333333299997,1.0
1.0,0.0,0.0,0.0,466.0,0.0,4.0
1.0,0.0,0.0,0.0,379.0,0.0,4.0
1.0,1.0,0.0,1.0,129.0,0.0,1.0
1.0,1.0,1.0,1.0,248.0,0.0,1.0
11.0,0.090909090909090912,0.63636363636363635,0.63636363636363635,45.719008264462808,23.600000000000001,1.0
2.0,0.0,1.0,0.5,49.25,322.0,5.0
3.0,0.33333333333333331,0.0,1.0,391.22222222222223,29.0,4.0
4.0,0.0,0.5,0.5,152.8125,92.333333333300004,1.0
1.0,0.0,0.0,1.0,495.0,0.0,4.0
1.0,0.0,0.0,1.0,335.0,0.0,4.0
16.0,0.1875,0.125,0.8125,88.87890625,17.600000000000001,1.0
2.0,0.0,0.0,0.0,91.0,0.0,1.0
7.0,0.0,0.0,1.0,58.265306122448969,35.833333333299997,1.0
8.0,0.0,0.25,0.0,27.09375,1.8571428571400002,1.0
54.0,0.22222222222222221,0.20370370370370369,0.40740740740740738,19.763717421124827,31.792452830199998,1.0
1.0,0.0,0.0,1.0,642.0,0.0,4.0
1.0,0.0,0.0,0.0,391.0,0.0,4.0
1.0,0.0,0.0,0.0,174.0,0.0,1.0
1.0,0.0,0.0,0.0,589.0,0.0,4.0
1.0,0.0,0.0,1.0,734.0,0.0,2.0
2.0,1.5,0.5,1.0,615.25,18.0,4.0
2.0,0.0,0.0,0.0,689.75,0.0,4.0
1.0,0.0,0.0,0.0,445.0,0.0,4.0
1.0,0.0,0.0,0.0,161.0,0.0,1.0
3.0,0.0,0.0,0.33333333333333331,135.55555555555557,10.5,1.0
2.0,1.0,0.0,1.0,470.0,0.0,4.0
1.0,0.0,0.0,0.0,406.0,0.0,4.0
1.0,0.0,0.0,0.0,472.0,0.0,4.0
1.0,0.0,0.0,0.0,466.0,0.0,4.0
3.0,0.0,0.0,0.0,93.333333333333329,0.0,1.0
1.0,0.0,0.0,0.0,552.0,0.0,4.0
2.0,0.0,0.0,0.0,74.0,0.0,1.0
1.0,1.0,1.0,2.0,275.0,0.0,1.0
1.0,3.0,0.0,2.0,348.0,0.0,4.0
1.0,0.0,0.0,0.0,372.0,0.0,4.0
2.0,0.0,0.0,1.5,377.75,247.0,4.0
1.0,0.0,1.0,0.0,49.0,0.0,1.0
97.0,0.39175257731958762,0.27835051546391754,0.78350515463917525,9.6650015942183014,9.5833333333300015,1.0
1.0,1.0,0.0,3.0,4952.0,0.0,3.0
1.0,0.0,0.0,0.0,512.0,0.0,4.0
1.0,1.0,0.0,1.0,497.0,0.0,4.0
1.0,0.0,0.0,1.0,566.0,0.0,4.0
1.0,0.0,0.0,0.0,190.0,0.0,1.0
1.0,0.0,0.0,1.0,1554.0,0.0,6.0
11.0,0.27272727272727271,0.36363636363636365,1.0,80.107438016528917,92.5,1.0
2.0,0.5,0.0,0.0,120.25,0.0,1.0
1.0,0.0,0.0,2.0,75.0,0.0,1.0
2.0,0.5,0.0,1.0,778.5,0.0,2.0
1.0,0.0,0.0,0.0,714.0,0.0,4.0
1.0,0.0,0.0,0.0,1724.0,0.0,6.0
2.0,0.0,0.0,0.5,384.0,386.0,5.0
8.0,0.0,0.0,0.25,35.359375,148.14285714299999,1.0
1.0,1.0,2.0,1.0,1722.0,0.0,6.0
2.0,0.0,0.0,0.5,70.0,0.0,1.0
28.0,0.14285714285714285,0.071428571428571425,0.8571428571428571,26.889030612244898,16.185185185199998,1.0
1.0,0.0,0.0,0.0,694.0,0.0,4.0
1.0,0.0,0.0,0.0,403.0,0.0,4.0
3.0,2.6666666666666665,2.3333333333333335,4.0,560.44444444444434,57.0,4.0
1.0,0.0,0.0,0.0,321.0,0.0,4.0
7.0,0.2857142857142857,0.14285714285714285,0.8571428571428571,158.73469387755102,27.166666666699999,1.0
1.0,0.0,0.0,0.0,1571.0,0.0,6.0
1.0,0.0,0.0,1.0,100.0,0.0,1.0
1.0,1.0,1.0,1.0,717.0,0.0,4.0
2.0,1.0,0.5,1.5,176.75,133.0,1.0
1.0,0.0,0.0,0.0,368.0,0.0,4.0
1.0,8.0,7.0,8.0,1152.0,0.0,2.0
1.0,0.0,0.0,1.0,41.0,0.0,1.0
1.0,0.0,0.0,0.0,264.0,0.0,1.0
1.0,4.0,2.0,5.0,1154.0,0.0,2.0
2.0,0.0,0.5,0.5,391.75,36.0,4.0
1.0,0.0,0.0,1.0,187.0,0.0,1.0
1.0,0.0,0.0,0.0,129.0,0.0,1.0
2.0,0.0,0.0,0.0,746.0,49.0,2.0
1.0,1.0,0.0,3.0,188.0,0.0,1.0
4.0,0.0,0.0,1.25,125.3125,0.0,1.0
3.0,0.0,0.0,0.33333333333333331,97.8888888888889,0.0,1.0
8.0,0.0,0.0,0.25,54.40625,24.285714285700003,1.0
1.0,0.0,0.0,0.0,474.0,0.0,4.0
1.0,0.0,0.0,0.0,1527.0,0.0,6.0
3.0,0.0,0.0,0.33333333333333331,282.0,14.5,1.0
1.0,1.0,0.0,2.0,628.0,0.0,4.0
7.0,0.0,0.0,0.14285714285714285,35.306122448979593,100.5,1.0
1.0,2.0,1.0,2.0,1451.0,0.0,6.0
11.0,0.81818181818181823,0.63636363636363635,1.1818181818181819,57.966942148760332,21.0,1.0
1.0,0.0,0.0,0.0,748.0,0.0,2.0
1.0,1.0,0.0,1.0,486.0,0.0,4.0
5.0,0.59999999999999998,1.0,1.0,116.92,81.0,1.0
1.0,0.0,0.0,0.0,981.0,0.0,2.0
52.0,2.6923076923076925,1.3653846153846154,3.4423076923076925,25.853550295857989,14.9411764706,1.0
13.0,1.3846153846153846,0.53846153846153844,2.0,67.461538461538467,109.583333333,1.0
6.0,0.16666666666666666,0.16666666666666666,0.83333333333333337,95.194444444444443,43.399999999999999,1.0
2.0,0.0,0.0,0.0,121.5,104.0,1.0
2.0,0.0,0.0,0.0,114.75,25.0,1.0
39.0,0.74358974358974361,0.87179487179487181,1.0256410256410255,9.8612754766600936,16.105263157899998,1.0
174.0,2.7413793103448274,2.8390804597701149,2.9655172413793105,7.3915642753335984,3.5838150288999997,1.0
1.0,0.0,1.0,1.0,490.0,0.0,4.0
1.0,1.0,2.0,4.0,1360.0,0.0,2.0
1.0,0.0,4.0,3.0,2729.0,0.0,3.0
1.0,1.0,0.0,1.0,518.0,0.0,4.0
1.0,1.0,0.0,0.0,824.0,0.0,2.0
8.0,0.125,0.5,0.625,75.765625,2.5714285714300003,1.0
3.0,0.0,0.0,0.0,170.44444444444443,0.0,1.0
1.0,0.0,0.0,0.0,547.0,0.0,4.0
11.0,0.27272727272727271,0.18181818181818182,1.1818181818181819,68.644628099173559,70.700000000000003,1.0
1.0,0.0,0.0,7.0,1209.0,0.0,2.0
1.0,1.0,0.0,1.0,322.0,0.0,4.0
2.0,0.0,0.0,0.0,275.25,0.0,1.0
1.0,2.0,0.0,2.0,446.0,0.0,4.0
1.0,0.0,0.0,0.0,100.0,0.0,1.0
1.0,0.0,0.0,1.0,279.0,0.0,1.0
29.0,0.17241379310344829,0.0,0.27586206896551724,13.38049940546968,21.535714285700003,1.0
1.0,0.0,0.0,0.0,748.0,0.0,2.0
1.0,0.0,0.0,0.0,1059.0,0.0,2.0
1.0,0.0,0.0,1.0,525.0,0.0,4.0
1.0,0.0,0.0,0.0,305.0,0.0,4.0
1.0,1.0,0.0,1.0,831.0,0.0,2.0
1.0,3.0,1.0,4.0,1170.0,0.0,2.0
6.0,0.0,0.16666666666666666,0.16666666666666666,93.0,212.0,1.0
3.0,0.0,0.33333333333333331,0.33333333333333331,287.22222222222217,261.0,5.0
3.0,0.0,0.0,0.66666666666666663,183.2222222222222,43.0,1.0
6.0,0.0,0.16666666666666666,0.33333333333333331,86.805555555555557,125.8,1.0
2.0,0.0,0.0,1.0,118.25,322.0,5.0
1.0,0.0,1.0,0.0,106.0,0.0,1.0
4.0,1.25,0.5,1.25,103.4375,133.33333333299998,1.0
21.0,0.047619047619047616,0.095238095238095233,0.5714285714285714,38.734693877551017,26.800000000000001,1.0
1.0,0.0,0.0,2.0,595.0,0.0,4.0
2.0,0.5,0.5,2.0,114.0,19.0,1.0
3.0,0.0,0.0,0.33333333333333331,41.222222222222229,26.0,1.0
4.0,0.25,0.0,0.75,240.25,0.0,1.0
2.0,0.0,0.0,0.5,66.75,28.0,1.0
2.0,0.0,0.0,0.0,116.0,48.0,1.0
1.0,0.0,0.0,0.0,803.0,0.0,2.0
10.0,0.20000000000000001,0.0,0.69999999999999996,71.099999999999994,56.333333333299997,1.0
1.0,0.0,0.0,0.0,625.0,0.0,4.0
2.0,0.0,0.0,0.0,51.25,0.0,1.0
4.0,0.0,0.0,0.25,117.5625,0.0,1.0
4.0,0.5,0.5,0.75,449.875,149.66666666700002,4.0
5.0,0.0,0.0,0.80000000000000004,155.88,0.0,1.0
2.0,0.5,0.0,0.0,151.25,0.0,1.0
22.0,0.090909090909090912,0.045454545454545456,0.5,9.2747933884297513,34.952380952399999,1.0
2.0,0.0,0.0,0.0,250.5,1.0,1.0
1.0,0.0,0.0,1.0,416.0,0.0,4.0
6.0,0.0,0.5,0.33333333333333331,89.805555555555557,81.0,1.0
13.0,0.23076923076923078,0.0,0.46153846153846156,7.775147928994083,13.25,1.0
9.0,0.22222222222222221,0.1111111111111111,0.77777777777777779,60.87654320987653,127.75,1.0
2.0,0.0,0.5,0.0,278.25,1.0,1.0
1.0,0.0,0.0,0.0,1513.0,0.0,6.0
1.0,0.0,0.0,0.0,206.0,0.0,1.0
1.0,2.0,1.0,2.0,219.0,0.0,1.0
1.0,0.0,0.0,3.0,656.0,0.0,4.0
1.0,0.0,0.0,1.0,153.0,0.0,1.0
2.0,0.0,0.0,0.0,20.75,0.0,1.0
4.0,1.75,0.5,2.75,207.625,8.0,1.0
1.0,0.0,0.0,0.0,351.0,0.0,4.0
3.0,1.0,0.0,2.6666666666666665,340.44444444444451,281.0,5.0
10.0,0.20000000000000001,0.40000000000000002,0.59999999999999998,78.879999999999995,7.5555555555600007,1.0
1.0,0.0,0.0,0.0,402.0,0.0,4.0
35.0,0.20000000000000001,0.22857142857142856,0.62857142857142856,13.236734693877553,11.823529411800001,1.0
2.0,0.0,0.0,2.0,99.25,1.0,1.0
3.0,0.0,0.0,0.33333333333333331,200.0,354.5,5.0
1.0,1.0,1.0,1.0,1254.0,0.0,2.0
3.0,0.0,0.0,0.0,300.22222222222217,0.0,4.0
55.0,0.38181818181818183,0.61818181818181817,0.83636363636363631,17.506776859504129,21.833333333300001,1.0
38.0,0.39473684210526316,0.26315789473684209,0.65789473684210531,18.020775623268698,24.216216216199999,1.0
1.0,0.0,0.0,0.0,223.0,0.0,1.0
1.0,0.0,0.0,1.0,242.0,0.0,1.0
1.0,1.0,1.0,2.0,1930.0,0.0,6.0
1.0,0.0,0.0,0.0,138.0,0.0,1.0
1.0,0.0,0.0,5.0,620.0,0.0,4.0
2.0,0.0,0.0,1.0,337.5,0.0,4.0
1.0,0.0,0.0,1.0,131.0,0.0,1.0
1.0,0.0,1.0,0.0,472.0,0.0,4.0
1.0,1.0,1.0,1.0,367.0,0.0,4.0
1.0,21.0,7.0,21.0,2366.0,0.0,6.0
7.0,0.0,0.0,0.14285714285714285,41.102040816326529,100.666666667,1.0
1.0,0.0,0.0,0.0,949.0,0.0,2.0
1.0,0.0,0.0,0.0,424.0,0.0,4.0
1.0,0.0,0.0,0.0,136.0,0.0,1.0
1.0,0.0,0.0,0.0,308.0,0.0,4.0
1.0,0.0,0.0,0.0,372.0,0.0,4.0
2.0,0.5,0.5,1.0,206.5,744.0,5.0
5.0,0.0,0.0,0.20000000000000001,97.960000000000008,2.0,1.0
4.0,0.25,0.0,0.5,96.625,50.333333333299997,1.0
2.0,0.0,0.0,0.0,113.25,0.0,1.0
2.0,0.0,0.0,0.5,29.25,0.0,1.0
1.0,2.0,0.0,3.0,381.0,0.0,4.0
3.0,0.33333333333333331,0.0,1.0,471.33333333333331,123.0,4.0
1.0,1.0,0.0,0.0,226.0,0.0,1.0
1.0,0.0,0.0,0.0,353.0,0.0,4.0
2.0,0.0,0.0,0.5,387.75,609.0,5.0
1.0,0.0,0.0,1.0,312.0,0.0,4.0
4.0,0.25,0.5,0.5,122.5,128.0,1.0
7.0,0.14285714285714285,0.14285714285714285,1.0,150.61224489795919,50.166666666700003,1.0
1.0,0.0,0.0,1.0,1064.0,0.0,2.0
1.0,0.0,1.0,2.0,83.0,0.0,1.0
1.0,0.0,0.0,0.0,1407.0,0.0,2.0
1.0,0.0,0.0,0.0,636.0,0.0,4.0
1.0,0.0,0.0,0.0,766.0,0.0,2.0
1.0,0.0,0.0,0.0,128.0,0.0,1.0
1.0,0.0,0.0,0.0,853.0,0.0,2.0
1.0,0.0,1.0,1.0,125.0,0.0,1.0
2.0,0.0,0.0,0.0,228.75,41.0,1.0
4.0,0.25,0.0,1.5,115.5625,0.66666666666700003,1.0
1.0,0.0,0.0,0.0,419.0,0.0,4.0
2.0,0.0,0.0,0.5,285.5,664.0,5.0
70.0,0.65714285714285714,0.42857142857142855,1.1000000000000001,10.775102040816328,9.5652173912999992,1.0
3.0,2.6666666666666665,1.3333333333333333,2.0,221.2222222222222,0.0,1.0
1.0,0.0,0.0,1.0,287.0,0.0,1.0
2.0,5.0,2.0,3.5,682.0,97.0,4.0
1.0,0.0,0.0,2.0,186.0,0.0,1.0
1.0,0.0,0.0,0.0,375.0,0.0,4.0
3.0,0.33333333333333331,1.0,0.66666666666666663,199.55555555555554,33.5,1.0
1.0,1.0,1.0,2.0,632.0,0.0,4.0
2.0,0.0,0.0,0.0,105.25,0.0,1.0
1.0,0.0,0.0,1.0,404.0,0.0,4.0
1.0,1.0,0.0,2.0,678.0,0.0,4.0
3.0,0.0,0.0,0.33333333333333331,85.8888888888889,10.0,1.0
1.0,0.0,0.0,0.0,547.0,0.0,4.0
2.0,0.0,0.0,0.5,305.75,108.0,4.0
2.0,0.0,0.0,0.0,101.0,0.0,1.0
1.0,0.0,0.0,0.0,171.0,0.0,1.0
1.0,0.0,0.0,0.0,694.0,0.0,4.0
1.0,0.0,0.0,0.0,527.0,0.0,4.0
1.0,0.0,0.0,1.0,261.0,0.0,1.0
1.0,0.0,0.0,0.0,1456.0,0.0,6.0
3.0,0.0,0.0,0.33333333333333331,397.11111111111109,1.5,4.0
3.0,0.33333333333333331,0.0,0.66666666666666663,322.33333333333331,1.0,4.0
8.0,0.125,0.125,1.5,143.4375,21.0,1.0
2.0,0.0,0.0,1.0,501.25,289.0,4.0
1.0,0.0,0.0,0.0,1509.0,0.0,6.0
10.0,2.2000000000000002,2.6000000000000001,2.2999999999999998,102.54000000000001,19.666666666699999,1.0
1.0,0.0,0.0,2.0,450.0,0.0,4.0
2.0,0.0,0.0,0.0,57.75,0.0,1.0
28.0,1.3214285714285714,1.3571428571428572,2.0714285714285716,42.028061224489797,69.814814814800002,1.0
2.0,0.0,0.0,1.0,497.0,90.0,4.0
4.0,0.0,0.0,0.25,73.6875,107.666666667,1.0
1.0,0.0,0.0,0.0,121.0,0.0,1.0
4.0,0.0,0.0,1.0,149.625,198.66666666700002,1.0
1.0,0.0,0.0,0.0,620.0,0.0,4.0
8.0,0.375,0.0,1.0,97.046875,48.285714285699996,1.0
1.0,0.0,0.0,0.0,165.0,0.0,1.0
1.0,0.0,0.0,0.0,1542.0,0.0,6.0
1.0,0.0,0.0,0.0,337.0,0.0,4.0
1.0,2.0,0.0,1.0,157.0,0.0,1.0
3.0,0.0,0.0,0.33333333333333331,192.66666666666666,7.0,1.0
10.0,2.5,4.0,2.7999999999999998,29.25,91.888888888899999,1.0
2.0,5.5,4.5,6.0,705.0,32.0,4.0
3.0,0.33333333333333331,0.0,0.66666666666666663,129.55555555555557,0.0,1.0
2.0,0.0,0.0,1.0,181.5,0.0,1.0
2.0,0.0,0.0,0.0,34.0,303.0,1.0
2.0,0.0,0.0,0.0,186.75,377.0,5.0
30.0,0.066666666666666666,0.13333333333333333,0.43333333333333335,4.8311111111111114,21.068965517199999,1.0
1.0,0.0,0.0,0.0,330.0,0.0,4.0
2.0,0.5,0.0,0.5,676.0,18.0,4.0
2.0,0.0,0.0,0.5,94.75,174.0,1.0
3.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,491.44444444444434,472.5,5.0
1.0,0.0,0.0,2.0,389.0,0.0,4.0
1.0,1.0,1.0,1.0,2419.0,0.0,6.0
3.0,0.0,0.0,0.66666666666666663,104.77777777777777,181.5,1.0
5.0,0.0,0.40000000000000002,0.40000000000000002,203.31999999999999,36.75,1.0
1.0,0.0,0.0,0.0,420.0,0.0,4.0
2.0,0.0,0.5,0.0,362.5,0.0,4.0
1.0,2.0,2.0,3.0,196.0,0.0,1.0
3.0,0.0,0.0,1.6666666666666667,274.66666666666669,133.0,1.0
21.0,0.2857142857142857,0.095238095238095233,0.38095238095238093,7.5600907029478455,11.25,1.0
1.0,1.0,0.0,1.0,509.0,0.0,4.0
7.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,145.67346938775509,20.333333333300001,1.0
6.0,0.0,0.0,0.33333333333333331,49.25,98.0,1.0
12.0,0.0,0.083333333333333329,0.41666666666666669,24.895833333333332,17.363636363599998,1.0
1.0,0.0,0.0,0.0,349.0,0.0,4.0
1.0,0.0,0.0,0.0,485.0,0.0,4.0
6.0,0.0,0.0,0.5,176.80555555555554,76.400000000000006,1.0
1.0,0.0,0.0,1.0,168.0,0.0,1.0
5.0,0.0,0.0,0.40000000000000002,94.560000000000002,81.0,1.0
12.0,0.083333333333333329,0.0,0.33333333333333331,90.4375,31.5454545455,1.0
43.0,1.3488372093023255,0.90697674418604646,2.0465116279069768,18.239588967009194,10.285714285700001,1.0
2.0,0.0,0.0,0.0,68.0,0.0,1.0
1.0,0.0,0.0,2.0,866.0,0.0,2.0
7.0,0.0,0.0,0.8571428571428571,55.571428571428569,55.666666666700003,1.0
1.0,0.0,0.0,0.0,1055.0,0.0,2.0
1.0,0.0,0.0,0.0,184.0,0.0,1.0
2.0,0.0,0.0,0.0,177.25,0.0,1.0
2.0,0.0,0.0,0.0,354.5,269.0,5.0
4.0,0.0,0.0,0.5,119.625,129.33333333299998,1.0
3.0,0.0,1.0,0.33333333333333331,264.22222222222217,108.5,1.0
6.0,0.33333333333333331,0.16666666666666666,1.1666666666666667,168.11111111111106,74.200000000000003,1.0
1.0,0.0,0.0,0.0,316.0,0.0,4.0
1.0,0.0,0.0,1.0,681.0,0.0,4.0
7.0,0.42857142857142855,0.0,1.2857142857142858,144.51020408163268,205.5,1.0
5.0,0.0,0.0,0.80000000000000004,137.16,167.0,1.0
3.0,0.0,0.33333333333333331,0.66666666666666663,208.7777777777778,4.0,1.0
1.0,0.0,0.0,0.0,1597.0,0.0,6.0
8.0,0.25,0.0,0.875,111.9375,26.285714285700003,1.0
10.0,0.20000000000000001,0.20000000000000001,0.90000000000000002,15.109999999999999,26.888888888899999,1.0
1.0,0.0,0.0,0.0,621.0,0.0,4.0
90.0,0.14444444444444443,0.10000000000000001,0.6333333333333333,5.4514814814814807,8.8764044943800027,1.0
1.0,0.0,0.0,2.0,1996.0,0.0,6.0
1.0,0.0,0.0,0.0,101.0,0.0,1.0
1.0,1.0,0.0,0.0,1160.0,0.0,2.0
1.0,0.0,0.0,1.0,882.0,0.0,2.0
4.0,0.0,0.0,0.25,286.125,119.666666667,1.0
1.0,0.0,1.0,0.0,480.0,0.0,4.0
2.0,0.0,0.0,0.5,214.25,0.0,1.0
4.0,0.0,0.0,0.5,52.9375,8.0,1.0
6.0,0.0,0.0,0.16666666666666666,55.722222222222221,10.6,1.0
1.0,0.0,0.0,0.0,525.0,0.0,4.0
17.0,0.82352941176470584,0.6470588235294118,1.411764705882353,113.59515570934258,89.375,1.0
27.0,0.07407407407407407,0.22222222222222221,0.51851851851851849,12.565157750342935,25.2692307692,1.0
1.0,0.0,0.0,0.0,1138.0,0.0,2.0
1.0,0.0,0.0,0.0,508.0,0.0,4.0
3.0,0.0,0.0,1.0,177.44444444444446,208.5,1.0
3.0,0.0,0.0,0.66666666666666663,237.22222222222217,2.0,1.0
1.0,0.0,0.0,0.0,484.0,0.0,4.0
9.0,0.0,0.1111111111111111,0.1111111111111111,10.987654320987652,38.75,1.0
6.0,0.5,0.0,0.83333333333333337,176.33333333333334,2.2000000000000002,1.0
5.0,0.80000000000000004,0.40000000000000002,1.3999999999999999,140.88,93.25,1.0
1.0,0.0,0.0,0.0,1244.0,0.0,2.0
1.0,0.0,0.0,1.0,2169.0,0.0,6.0
1.0,0.0,0.0,0.0,281.0,0.0,1.0
2.0,0.0,0.0,2.5,244.75,45.0,1.0
2.0,0.0,0.0,0.0,58.25,0.0,1.0
1.0,1.0,1.0,3.0,867.0,0.0,2.0
1.0,0.0,0.0,4.0,245.0,0.0,1.0
1.0,0.0,0.0,0.0,596.0,0.0,4.0
13.0,1.8461538461538463,0.46153846153846156,2.7692307692307692,47.674556213017745,134.91666666700002,1.0
3.0,0.33333333333333331,0.0,2.3333333333333335,305.33333333333331,11.5,4.0
1.0,0.0,0.0,0.0,542.0,0.0,4.0
3.0,0.33333333333333331,0.66666666666666663,0.33333333333333331,181.55555555555554,23.5,1.0
1.0,0.0,0.0,0.0,313.0,0.0,4.0
1.0,0.0,0.0,1.0,378.0,0.0,4.0
1.0,1.0,0.0,3.0,1846.0,0.0,6.0
1.0,0.0,0.0,0.0,561.0,0.0,4.0
1.0,0.0,0.0,0.0,1388.0,0.0,2.0
42.0,0.023809523809523808,0.0,0.16666666666666666,11.853174603174601,9.60975609756,1.0
1.0,1.0,2.0,2.0,2112.0,0.0,6.0
1.0,0.0,0.0,0.0,633.0,0.0,4.0
1.0,0.0,0.0,0.0,195.0,0.0,1.0
1.0,0.0,0.0,0.0,420.0,0.0,4.0
2.0,0.0,1.5,1.5,522.0,2.0,4.0
3.0,0.0,0.0,1.0,68.444444444444429,0.0,1.0
